Domain,Region,Element Code,Element,Item,Year,Unit,Flag,Flag Description,Area,Co2 Emissions,Temperature,Yield
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2003,hg/ha,Fc,Calculated data,Kuwait,807.2452,1.584,9081841
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2004,hg/ha,Fc,Calculated data,Kuwait,840.5628,1.54,9154410
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2005,hg/ha,Fc,Calculated data,Kuwait,1170.2841,0.751,9184513
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2006,hg/ha,Fc,Calculated data,Kuwait,1269.4165,1.93,9569263
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2007,hg/ha,Fc,Calculated data,Kuwait,1150.3366,1.113,9398599
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2008,hg/ha,Fc,Calculated data,Kuwait,1340.7804,1.431,9553841
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2009,hg/ha,Fc,Calculated data,Kuwait,1513.9982,1.258,9311426
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2010,hg/ha,Fc,Calculated data,Kuwait,1431.1757,2.546,9505516
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2011,hg/ha,Fc,Calculated data,Kuwait,1371.33,1.329,9896119
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2012,hg/ha,Fc,Calculated data,Kuwait,1454.0123,1.538,10392085
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2013,hg/ha,Fc,Calculated data,Kuwait,1298.4294,1.433,12726774
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2014,hg/ha,Fc,Calculated data,Kuwait,1158.7961,1.505,11169059
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2015,hg/ha,Fc,Calculated data,Kuwait,1111.6206,2.083,11451703
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2016,hg/ha,Fc,Calculated data,Kuwait,1040.9163,1.586,11078828
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2017,hg/ha,Fc,Calculated data,Kuwait,976.2922,1.925,11293778
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2018,hg/ha,Fc,Calculated data,Kuwait,970.8958,2.315,11305550
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2019,hg/ha,Fc,Calculated data,Kuwait,933.3157,1.834,11297339
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1990,hg/ha,Fc,Calculated data,Jordan,668.1303,-0.151,6155047
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1991,hg/ha,Fc,Calculated data,Jordan,707.838,0.415,6251365
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1992,hg/ha,Fc,Calculated data,Jordan,456.9499,-1.219,7287314
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1993,hg/ha,Fc,Calculated data,Jordan,407.7609,-0.612,5862137
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1994,hg/ha,Fc,Calculated data,Jordan,409.4912,0.836,6914424
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1995,hg/ha,Fc,Calculated data,Jordan,436.1384,-0.154,6854440
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1996,hg/ha,Fc,Calculated data,Jordan,398.5488,0.377,7459815
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1997,hg/ha,Fc,Calculated data,Jordan,402.2436,-0.286,7011245
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1998,hg/ha,Fc,Calculated data,Jordan,413.3645,0.893,6723684
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1999,hg/ha,Fc,Calculated data,Jordan,443.0177,0.925,6571731
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2000,hg/ha,Fc,Calculated data,Jordan,468.0243,0.255,7394950
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2001,hg/ha,Fc,Calculated data,Jordan,425.267,0.864,7628978
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2002,hg/ha,Fc,Calculated data,Jordan,424.9186,0.547,9353856
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2003,hg/ha,fc,Calculated data,Jordan,487.9285,0.38,9074413
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2004,hg/ha,Fc,Calculated data,Jordan,473.6104,0.5,9694312
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2005,hg/ha,Fc,Calculated data,Jordan,529.3731,-0.02,9246581
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2006,hg/ha,Fc,Calculated data,Jordan,507.5802,0.628,9087716
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2007,hg/ha,Fc,Calculated data,Jordan,471.7108,0.394,9751137
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2008,hg/ha,Fc,Calculated data,Jordan,405.614,0.582,8703845
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2009,hg/ha,Fc,Calculated data,Jordan,414.3599,0.427,8453218
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2010,hg/ha,Fc,Calculated data,Jordan,376.5353,2.484,8847457
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2011,hg/ha,Fc,Calculated data,Jordan,362.7706,0.362,10785143
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2012,hg/ha,Fc,Calculated data,Jordan,395.9762,0.922,9189289
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2013,hg/ha,Fc,Calculated data,Jordan,459.9665,0.893,9245405
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2014,hg/ha,Fc,Calculated data,Jordan,477.9496,0.69,9991767
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2015,hg/ha,Fc,Calculated data,Jordan,421.4813,1.345,11227014
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2016,hg/ha,Fc,Calculated data,Jordan,433.6657,1.573,12100819
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2017,hg/ha,Fc,Calculated data,Jordan,461.9566,0.871,12047569
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2018,hg/ha,Fc,Calculated data,Jordan,457.6724,1.899,12539839
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2019,hg/ha,Fc,Calculated data,Jordan,469.6202,1.222,12239191
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1990,hg/ha,Fc,Calculated data,Japan,44915.7839,1.117,9787403
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1991,hg/ha,Fc,Calculated data,Japan,42514.1549,0.704,9478441
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1992,hg/ha,Fc,Calculated data,Japan,39216.9575,0.309,9808164
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1993,hg/ha,Fc,Calculated data,Japan,35673.9625,-0.011,9361366
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1994,hg/ha,Fc,Calculated data,Japan,34543.6592,0.947,9647390
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1995,hg/ha,Fc,Calculated data,Japan,34872.8395,0.323,9888751
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1996,hg/ha,Fc,Calculated data,Japan,35414.2665,-0.154,9791261
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1997,hg/ha,Fc,Calculated data,Japan,32355.5667,0.425,10072617
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1998,hg/ha,Fc,Calculated data,Japan,29629.6404,1.173,9895149
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1999,hg/ha,Fc,Calculated data,Japan,27365.7266,0.919,10087749
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2000,hg/ha,Fc,Calculated data,Japan,26262.9579,0.6,10321899
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2001,hg/ha,Fc,Calculated data,Japan,24755.5406,0.383,10562112
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2002,hg/ha,Fc,Calculated data,Japan,23456.0341,0.599,10531397
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2003,hg/ha,Fc,Calculated data,Japan,22893.9081,0.293,10877761
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2004,hg/ha,Fc,Calculated data,Japan,22456.9334,1.089,10838411
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2005,hg/ha,Fc,Calculated data,Japan,21814.0685,0.706,11012572
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2006,hg/ha,Fc,Calculated data,Japan,20221.5734,0.357,10950415
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2007,hg/ha,Fc,Calculated data,Japan,20054.0515,0.97,11440499
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2008,hg/ha,Fc,Calculated data,Japan,17292.3724,0.642,11652352
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2009,hg/ha,Fc,Calculated data,Japan,19311.5954,0.778,11258392
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2010,hg/ha,Fc,Calculated data,Japan,17940.1741,0.899,10721511
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2011,hg/ha,Fc,Calculated data,Japan,16795.9272,0.578,10711085
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2012,hg/ha,Fc,Calculated data,Japan,16353.6185,0.369,10692525
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2013,hg/ha,Fc,Calculated data,Japan,15155.7339,0.596,10762749
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2014,hg/ha,Fc,Calculated data,Japan,14769.3532,0.53,10914990
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2015,hg/ha,Fc,Calculated data,Japan,15915.2218,0.815,10898278
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2016,hg/ha,Fc,Calculated data,Japan,16569.7864,1.304,10835660
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2017,hg/ha,Fc,Calculated data,Japan,15652.9376,0.774,10983543
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2018,hg/ha,Fc,Calculated data,Japan,15519.1177,0.899,10768711
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2019,hg/ha,Fc,Calculated data,Japan,15669.0705,1.247,10951262
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1990,hg/ha,Fc,Calculated data,Iraq,3427.1664,0.243,4117413
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1991,hg/ha,Fc,Calculated data,Iraq,2967.5022,0.533,3866248
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1992,hg/ha,Fc,Calculated data,Iraq,3711.1494,-1.253,4098830
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1993,hg/ha,Fc,Calculated data,Iraq,4142.2586,-0.549,3940606
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1994,hg/ha,Fc,Calculated data,Iraq,4372.7073,0.92,3980565
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1995,hg/ha,Fc,Calculated data,Iraq,4490.2519,0.276,3962288
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1996,hg/ha,Fc,Calculated data,Iraq,4506.0549,0.718,3977938
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1997,hg/ha,Fc,Calculated data,Iraq,4545.1095,0.212,3915406
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1998,hg/ha,Fc,Calculated data,Iraq,4227.0611,1.187,3910630
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1999,hg/ha,Fc,Calculated data,Iraq,4050.8171,1.805,3875542
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2000,hg/ha,Fc,Calculated data,Iraq,3928.3857,0.87,3721526
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2001,hg/ha,Fc,Calculated data,Iraq,4129.274,1.171,3801948
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2002,hg/ha,Fc,Calculated data,Iraq,4689.484,1.048,4022103
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2003,hg/ha,Fc,Calculated data,Iraq,3987.4032,0.848,3685675
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2004,hg/ha,Fc,Calculated data,Iraq,4783.798,0.954,3712767
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2005,hg/ha,Fc,Calculated data,Iraq,3922.535,0.404,3788847
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2006,hg/ha,Fc,Calculated data,Iraq,2908.6031,1.5,3599941
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2007,hg/ha,Fc,Calculated data,Iraq,2191.0031,0.854,3593946
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2008,hg/ha,Fc,Calculated data,Iraq,2959.8374,1.033,3756907
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2009,hg/ha,Fc,Calculated data,Iraq,3341.4496,0.72,3904057
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2010,hg/ha,Fc,Calculated data,Iraq,3630.2263,2.536,4203977
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2011,hg/ha,Fc,Calculated data,Iraq,4294.387,0.749,4160284
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2012,hg/ha,Fc,Calculated data,Iraq,4598.0895,1.145,4174462
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2013,hg/ha,Fc,Calculated data,Iraq,4202.5187,1.139,4230842
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2014,hg/ha,Fc,Calculated data,Iraq,3267.4535,1.075,4172181
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2015,hg/ha,Fc,Calculated data,Iraq,2490.9916,1.808,3893687
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2016,hg/ha,Fc,Calculated data,Iraq,2257.9807,1.513,3492956
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2017,hg/ha,Fc,Calculated data,Iraq,2339.8171,1.452,3251993
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2018,hg/ha,Fc,Calculated data,Iraq,2700.2369,2.303,3490359
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2019,hg/ha,Fc,Calculated data,Iraq,2586.7935,1.639,3440871
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1990,hg/ha,Fc,Calculated data,Indonesia,3181.998,0.12,4509032
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1991,hg/ha,Fc,Calculated data,Indonesia,3226.6658,0.203,4806497
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1992,hg/ha,Fc,Calculated data,Indonesia,3904.8342,0.264,5475159
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1993,hg/ha,Fc,Calculated data,Indonesia,4452.0814,0.206,5625423
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1994,hg/ha,Fc,Calculated data,Indonesia,4755.6392,0.267,5772684
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1995,hg/ha,Fc,Calculated data,Indonesia,5252.0549,0.344,6237748
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1996,hg/ha,Fc,Calculated data,Indonesia,5549.5151,0.387,6073819
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1997,hg/ha,Fc,Calculated data,Indonesia,5542.3503,0.397,6424156
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1998,hg/ha,Fc,Calculated data,Indonesia,5984.9923,0.997,6535643
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1999,hg/ha,Fc,Calculated data,Indonesia,7670.0641,0.265,6420278
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2000,hg/ha,Fc,Calculated data,Indonesia,8842.7442,0.271,6755949
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2001,hg/ha,Fc,Calculated data,Indonesia,6775.0931,0.515,6891038
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2002,hg/ha,Fc,Calculated data,Indonesia,6826.1067,0.608,7189188
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2003,hg/ha,Fc,Calculated data,Indonesia,9464.8866,0.567,7861499
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2004,hg/ha,Fc,Calculated data,Indonesia,11441.9735,0.524,7703254
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2005,hg/ha,Fc,Calculated data,Indonesia,10353.2528,0.702,8210655
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2006,hg/ha,Fc,Calculated data,Indonesia,9303.9955,0.416,7714146
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2007,hg/ha,Fc,Calculated data,Indonesia,8696.4879,0.485,7497365
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2008,hg/ha,Fc,Calculated data,Indonesia,8708.6946,0.278,7853304
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2009,hg/ha,Fc,Calculated data,Indonesia,1396.7018,0.586,7991841
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2010,hg/ha,Fc,Calculated data,Indonesia,1567.1629,0.797,8234571
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2011,hg/ha,Fc,Calculated data,Indonesia,9058.4216,0.349,8625119
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2012,hg/ha,Fc,Calculated data,Indonesia,9438.9678,0.443,8278169
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2013,hg/ha,Fc,Calculated data,Indonesia,2188.3132,0.782,8462632
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2014,hg/ha,Fc,Calculated data,Indonesia,1810.8124,0.768,8438708
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2015,hg/ha,Fc,Calculated data,Indonesia,1121.456,0.789,8604319
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2016,hg/ha,Fc,Calculated data,Indonesia,1740.3771,1.455,9170334
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2017,hg/ha,Fc,Calculated data,Indonesia,1727.0794,0.968,8948975
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2018,hg/ha,Fc,Calculated data,Indonesia,1992.5793,0.881,9159027
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2019,hg/ha,Fc,Calculated data,Indonesia,2028.9327,1.056,9204858
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1990,hg/ha,Fc,Calculated data,India,34923.7025,-0.074,5099870
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1991,hg/ha,Fc,Calculated data,India,36767.1039,0.185,5139634
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1992,hg/ha,Fc,Calculated data,India,36511.8633,0.031,5272280
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1993,hg/ha,Fc,Calculated data,India,39543.0638,0.214,5428517
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1994,hg/ha,Fc,Calculated data,India,39973.8213,0.09,5448776
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1995,hg/ha,Fc,Calculated data,India,41042.2048,0.208,5401476
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1996,hg/ha,Fc,Calculated data,India,45008.0743,0.319,5472094
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1997,hg/ha,Fc,Calculated data,India,46963.906,-0.083,5648444
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1998,hg/ha,Fc,Calculated data,India,42812.7404,0.569,5777089
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,1999,hg/ha,Fc,Calculated data,India,40607.6936,0.448,6041656
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2000,hg/ha,Fc,Calculated data,India,39819.5759,0.339,5948068
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2001,hg/ha,Fc,Calculated data,India,37055.7192,0.472,5938487
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2002,hg/ha,Fc,Calculated data,India,38836.132,0.832,5857890
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2003,hg/ha,Fc,Calculated data,India,42862.387,0.675,5791858
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2004,hg/ha,Fc,Calculated data,India,43494.1661,0.563,5859040
Crops and livestock products,Asia,5419,Yield,Agave fibres nes,2005,hg/ha,Fc,Calculated data,India,42525.4464,0.58,6043206
